question_set	stu_answer	score_1	score_2	final_score
29	የፕሬስ መግለጫ ብዙ ጊዜ አዲስ ትኩስ  መረጃን አይጠበቅም ቀልብ ሳቢ የሆኑ ወቅታዊ ያልሆኑ ጉዳዮችን ያቀርባል  የዜና መግለጫ ብዙ ጊዜ አዳዲ ትኩስነት ያላቸውን መረጃዎ ለተደራሹ ወይም ለህብረሰብ ያደርሳል  የፕሬስ ኪት የሚባለው የድርጅቱን የተለያዩ መረጃዎች ታኮች የያዘ ጥራዝ ነው	3	3	3
29	ፕሬስ ሲት ተቋማን  ድርጅቱን በሚዲያ ለማስተዋወቅ የሚያግዝ ጥራዝ ነው  ወቅታዊ እና ትኩስ ዜና መግለጫ ሲሆን ሁለቱም የሚዲያ አካላት ናቸው 	3	3	3
29	የፕሬስ መግለጫ የዜና መግለጫና ፕሬስ ኪት አንድነት ሁሉም መልዕትን የማስተላለፍበትና ምላሽን  አስተያትን የምንቀበልበት ሲሆን ልዩነታቸው የዜና መግለጫ መጽሄቶች ጋዜጣዎችን ወዘተን በውስጡ የሚያዝ ነው  የፕሬስ መግለጫ ደግሞ የተለያዩ ማስታወቂያዎችን የምናስተላልፍበት ነው የፕሬስ ኪት የፕሬስ ኪት ማለት የተለያዩ ፎቶግሮች ጽሁፍችን ታሪካዊ አገሮን ወዘተን በውስጡ ለማውጫ የሚይዝ ነው 	3	2	3
29	በፕሬስ መግለጫ ማለት ተጠቃሚነት አስፈላጊነት አለው ቀልብ ሳቢነት አለው  ማህበረሰብ ባመነውና የቆየውን ነገር ማስተላለፍ ይችላል በዜና መግለጫ ትኩስ ነገሮች ለማስተላለፍ ነው 	2	3	3
29	የፕሬስ መግለጫ የዜና መግለጫ የፕሬስ መግለቻ የድርጅትን የተቃወን ፎተ ግራፎ የኋላ መነሻ ታማኝ እና ሌሎችን ጠቃሚ ሰነዶችን በያዘውና	1	1	1
29	የፕሬስ መግለጫ ማት ምሳሌ በግራ ፎችና በታሪክ መግለጫ ላ መልዕክት ማስተላለፍ የዜና መግለጫ ማለት በኤሌክትሮንስ ሚዲያ መልዕክቱን በምፈለገው መንገድ ማስተላለፍ የፕሬ ኪ ማት ተቃምን አንድ ድርጅትን በሚዲያ ለማስተላፍ  ለማስተዋወቅ የሚዲ ጥራዝ ነው ተመሳሳይነታቸው ሁሉም መልዕክትን ማስተላለፍ ሲሆ ልዩነታቸው በአፋጣኝ የሚተላፍ መልዕክትና በዝግታ የሚተላለፍ መልዕክት በመሆኑ ነው 	3	2	3
29	ከገለፃ በፊት ሀሳብን መቅደሙን ማረጋገጥ ረቂቅ ማዘገጋጀት ችላ አለ ማት የራስን ስራ በሂሳዊ መንገድ ግራም አዎንታዊ ምላሽ ሚቀሰቅስ መሆኑን	0	0	0
29	የፕሬስ መግለጫ ድርጅት የቆየንም ሆነ አዲስ ነገር የሚቀርብ ሲሆነ የዜና መግለጫ ሁሉመ ቢሆ አደዳዲስ ነገሮን የሚነፈነፍፍ እና ለአድማጭ ተመልካች አዳዲስ ነገር  ማቅረብ የሚፈልግ ነው  የፕሬስ ኪት ማለት የድርጅትን ዌም የተቋምን የኋላ ታሪክን መረጃን ለግራ እና በቀኝ የተለያዩ መረጃዎችን በመያዝ ጠቃሚ ሰነዶን መረጃዎችን የሚይዝ ማለት ነው 	3	4	4
29	የዜና መግለጫ ትኩስና አዳዲስ ነገር ላይ ያቶክናል የፕሬስ መግለጫ ግን ትኩስ እና አዳዲስ ነገር ላይ አያቶክርም በጣም ብዙ ገንዘብ መጠየቁ ይህ ደካማ ጎኑ ነው 	2	2	2
29	በፕሬስ መግለጫ  በዜና መግለጫና በፕሬስ ኪት መካከል ያለው ተመሳስሎ  አንድነት  3ቱም መልዕክት ማስተላለፊያ ወይም መረጃ መስጫ መንገድ ነው  የፕሬ መግለጫ ወቅታዊ ባይሆንም ችግር የለውም ለማሳወቅና ለማዝናት ሊቀርብ ይችላል  የዜና መግለጫ ግን ወቅታዊና ትኩስ መሆን አለበት  የፕሬስ ኪት ደግሞ የአንድን ድርጅት መረጃ በፎቶ ግፍ በተለያዩ ስልቶች ለምሳሌ በግራና በቀኝ በድርጅቱን ታሪክ በመጀመሪያ መጀምሮ ያለውን ነገር የተለያዩ ሰነዶችን የምናቀምጥበት ፖስታ መሳይ ነገር ነው 	4	3	4
29	በፕሬስ ኪት ውስጥ የሚመጡት የሀላ ታሪክ መረጃዎች የህዝብ ግንኙነት ባለሙ እሪፖርተሮ አርታሪያን ቃለምልልስ አደራጅተው ሚመልሱበት ጉዳይ ላይ የተሟላ መረጃ እንዲኖራቸው ለማድረግ ነው በፕሬስ መግለጫ ላይ አዝናኝ አዲ ነገር መሆን ይኖበታል 	2	3	3
29	ዜና ትኩስ ነው ዜና አዲ ነው ዘና ወቅታዊ ዜና እለት ከእለት ተግባሩ በርት ነው ብዙ መግለጫዎች አሉ ፕሬ የግድ እንደዜና ፕሬስ ቀልብ ሳቢና ማራኪ ነው ፕሬስ እንደ ዜና የግድ መረጃዎች ትኩስ ይሁን አይባልም አንድነታቸው ሁሉም መልዕክት በወቅቱ ያደርሳሉ ሁለቱም ተያያዥነት አላቸው የፕሬ ወይም የዜና መግለጫ የጠራና አሳማነ መሳሪ ናቸው 	3	3	3
29	የፕሬስ መግለጫ  የዜና መግለጫ የፕሬስ ኪት ሶስቱም የአንድ ተቋም ድርጅት የሚሻ ምንጭ ናቸው  ልዩነታቸው የፕሬስ መግለጫ ስለ ድርጅቱ የተሌዬ ስራዎች በየትኛውም ጊዜ የሚለጥበት ሲሆን የዜና መግለጫዎች ትኩስና ወቅታዊ አዳዲስ ጉዳዮች የሚገልጥ ነው የፕሬስ ኪት የሚባለው አንድ ህዝብ ግንኙት ሙያተኛ ለተቋሙ  ድርጅቱ ያለው ሙሉ መረጃ ወደ ተደራሽ ማህበረሰብ ከመድረስ በፊት የሚቀመጥበት ጥራዝ ነው 	4	4	4
30	የህዝ ግንኙነት ሙያተና ራሱን በተለያዩ ሚዲያዎች ካስተዋወቀ በኋላ ውጤቱን መመዘን እንዳለበት ይታመናል  ከዚህ አንፃር አንድ የህዝብ ግንኙነት ሙያተኛ የማስተዋወቁን ውጤት የሚለካባቸውን አስተማማኝ መንገዶች በመጠቆም ስለምንነታቸው ሰፋ ያለ ማብራሪያ አቅርቢ ብ	4	3	4
30	ማሳመን  ማሳወቅና ለተግባር ማነሳሰት ናቸው  የሚያስተዋውቅለት በተቋም  ድርጅት በእሱ ላይ እምነት እንዲኖረው በትክክል መልዕክቱን ለተደራሹ ማድረስ ይኖርበታል  የሚተላለፈው መልዕክትም ትምህርት ሰጪና አሳማኝ መሆን ይገባለዋል  ሌላው ደግሞ ታማኝና ፍትሀዊነት ባለው መንገድ መልዕክቱን በሀቀኝነት ለአንባቢው ወይም ለተመልካች ማድረስ አለበት  የተደራሹን ደግሞ ለተግባር ማነሳሳት ከእሱ የሚጠበቅ ጉዳይ ይሆናል  ይህም ትክክለኛ መልዕክት ለተደራሹ ካደረስ ተአማኒነት ይኖዋል 	0	1	1
30	ማቀድ  በእቅዱ መሰረት ስራ መስራት  ውጤታማነትን ገምግሞ ለቀጣይ ስራ መዘጋጀት	0	1	1
30	ህዝብ ያንን ነገር ማለት በሚዲያ ላይ የዋለውን ተቀበሎታል ወይ ብሎ እራሱን መገምግም አለበት  ከተቀባለው ለምን እንደሆነ በገመገመው መሰረት ማለት ባገኘው ውጤት እራሱነ ለወደፊት አሻሽሎ ወይም ተዘጋጅቶ እራሱን ካዛ ማለት ውጤቱ ለምን ዝቅ እድል ተገዝቦ እራሱን ማሻሻል አለበት 	0	0	0
30	የዜና መግለጫ የፕሬስ ሞዴል	0	0	0
30	የህዝብ ግንኙነት ሙያተኛው ስራውን በታማኝነት የተቋሙ በመቆም ያለውን እውነታ ምንም ሳይዋሽ ሳይደብቅ ያለምንም ስህተት በጥንቃቄ ያለውን ሁሉ ግልጥልጥ አድርጎ በማሳየት ጥሩ ስነ ምግባር ያለው ሆኖ እና ህዝቡ እንዲያምነው አድርጎ ማቅረብ አለበት 	0	1	1
30	በቅዱ መሰረት ስራውን ማህበራትና ውጤቱን ማየት  ስራውን እየተከናወነ ውጤቱን ማየት  ስራውን ከአጠናቀቀ በኋላ የሁለቱን ውጤት በአንድ አድርጎ በቀጣይ የተሻለ ስራ ለመስራት እቅዱን ማቀድና እራሱን መገምገም ማዘጋጀት 	1	0	1
30	በተደራሽ ዘንድ ተአማኒነት መኖር ስላለመኖሩ ማረጋገጥ ይህ ማት የሰራሁት ስራ  ተግባር  ለማገለግልበት ማህበረሰብ ምን ያህል ተአማኒነት አለው ብሎ መገምገም ይመለከታል  ከተደራሾቹ ግብረ መልሽ መሸብሸብ በፈጸሟቸው ተግባራት ስላላት ጠንካራና ደካማ ጎኖች ከተገልጋይ ማህበረሰብ በተለያዩ መንገዶች  በስልክ  በአካል  በደብዳቤና ግብረ መልስ መቀብል  መልዕክቱ ምን ያህል ተጽእኖ ፈጠሪ እንደሆ  እንደፈጠረ  መገምገም  በሚያገለግልበት ማህበረሰብ የሰራው ስራ ተጽእኖ ፈጥል ወይ አልፈጠረም የሚል ግምገማ ማድረግ ይመለከታል 	2	2	2
30	አንድ የህዝብ ግንኙነት ባለሙያ ስራውን በአግባቡ ከላይ ከህዝቡ አስተያየት በመሰብሰብ ወይም ግብረ መልስ በመሰብሰብ ስራውን መገናኘት ይችላል  ነገር ግን አንዴ የተገኘ አስተያየት ዘላቂነት አለው ማለት አይቻልም 	2	3	3
30	ተፈላጊነት ይህ ከተለያዩ ሚዲያዎች እራሱን ተፈላጊ መሆኑን ማረጋገጥ አለበት  ቅርት ያለው መሆን ይህ ማለት አካባቢው መልክ ጋር የተዛመደ ቅርበት ያለው መልዕክት ማዘጋጀት እና አደናቂ ሰዎች የተለየ ነገር ይፈልጋሉ ስለዚህ የህግ ሙያተኛ ሁሌ አዲና ያተለመደ ነገር ይዞ መምጣት አለበት 	0	1	1
30	ሁለት መንገዶች አሉ  ውጤቱን ለመመዘን በመገምገም ላይ እያለና ከተጠናቀቀ በኋላ የሚደረጉ ናቸው  ውጤቱን በመመዘን ላይ እለ ተግባሩ እየተከናወነ እያለ የሚካሄድ ሲሆን ከተጠናቀቀ በኋላ የሚደረግ ደግሞ በአጠቃላይ ሂደቱ ከተፈጸመ በኋላ ውጤቱን የምናውቅበት መንገድ ነው 	2	1	2
30	የሚቀርበው ይዘት አካባቢያው ይዘት በመሆኑ የቃላት አጠቃቀሙ ከመደበኛው ወጣ ያላለ በመሆኑ ጥናታዊ ጊዜ የሻራቸውን አገላለጾች በማስወገዱ	2	3	3
30	ህዝቡ በትክክል የቀረበውን ነገር መቀበሉንና ያለመቀበሉን በፊድባክ ማወቅ ይችላል ይህም የሚሆን በስልክ በደብዳቤና በአካል በመገኘት	2	3	3
30	ማቀድ ምን እንደሚሰራ መች እንደሚሰራ መስራት እና ወደ ስራ በመግባት መስወን መገምገም ስለስራው በኋላ ምን እንደተሰራ እራስን ማየት	0	1	1
30	ለህዝብና ለመንግስት እኩል በመቆም ማገልገል ነው 	1	2	2
30	የዘገባው ዘገባ ትክክል መሆኑን ማረጋገጥ ዘገባው ለህዝብ መድረሱን ማረጋገጥ አለበት  ዘገባውን ህዝብ ምን ያህል እንደተቀበለና እንደመነበት ማረጋገጥ  ዘገባው ሪፖርት ማድረጉን እንደማይታው መዘንጋት የለበትም 	1	2	2
30	የቴክኖሎጂ አጠቃቀን በተለያዩ ድህረ ገጽ በመጠቀም ድርጅቱን  ሊያስተዋውቅ የሚችሉበት ሳቢና ማራኪ የሆኑ ጽሁፎች ማስተላለፍ ይኖርበታል 	0	1	1
30	የያዛቸው መረጃዎችን ለተደራሱ መቅረብ አለመቅረብ መቻላቸውን ይመረምራ ከዚያ የተለያዩ መመዘኛዎ ተጠቅሞ ማቅረብንና ያማቅረቡን ለማወቅ ምርምር ጥናት ያካሄዳል 	1	2	2
30	መፃፍ ነው አንድ የህግ ሙያተኛ የሚለካባቸው አንዱ መንገድ መፃፍ ነው  ይህም ሲባል አንድን ጽሁፍ በሚጽፍበት ጊዜ ዝም ብሎ ሳይሆን ጽሁፍ ጥራቱን እንዲጠብቅ ቃላት መርጦ  ወቅቱን የጠበቀ ቃላትን በመጠቆም አስተዋጽ በመንደፍ ለአድማጭ ሳቢ እንዲሆን ለዛ ባለው ቋንቋው መጠቀም ቢጽፍ አንዱ የመለኪያ መንገድ ነው 	0	1	1
30	አንድ የህዝብ ግንኙነት ባለሙያ ውጤቱን መገምገም ያለበት የስራውን ስራ የተለየ መሆኑን ስራው ውጤት እሳዬ ነው ወይ ብዬ ቆም ብሎ ማጠንን  ስራው የተለካና በሚፈለገው መንገድ እየተተገበረ ነው  ወይ ብሎ ማሰብን  እውነትነቱናን ተግማንነቱን በሚገባ ተገንዝቦ በጊዜ ቅደም ተከተል እየተካናወነ እንዳለ ማየት እና በስተመጨረሻ ገምግሞ የተፈጸመውን ተቀብሎ የቀረውን ማስተካከል እንደገና የተሻለ አደርጎ ማቅረብ ነው 	2	1	2
30	ታማኝ መሆን አለማዳላት አለበት  ግልፅነት ግልጽ መሆን አለበት ለሚሰራው ስራ መፃፍ እና መረጃን በአግባቡ መዘገብ	0	1	1
30	የስራውን እቅድ ማዘጋጀት ውጤቱን መገምገም የህዝብ ግንኙነት ስራ በተጨባጭ ሊታቀድ ይገባል የታቀደው ደግሞ ሊፈጸምና ሊገመገምና ውጤቱ ሊመዘን	1	2	2
30	ከህብረተሰቡ ከተደራሹ የሚመጣ ግብረ መልስ ይህ ሲባል ተደራሹ ስለ አለፈው መልዕክት ምን አለ ወይም ምን እያለ እንደሆነ በመጠየቅ ምርምር እና ጥናት በማካሄድ ውጤቱን መመዘን እንችላለን ከማስታወቂያ በኋላ የተገኘውን ውጤት በማየት	3	3	3
30	የሁነታዎችን መገምገም ማከናወን ቃድ ማዘጋጀት እቅድ መገምገም በእቅዱ መሰረት ስራውን መገምገም ውጤቱን ገምግሞ ለቀጣይ ስራ መዘጋጀት ናቸው 	1	1	1
30	በህዝብ እና በመንግስት ወይም በድርጅት መካከል ያለውን ተግባቦ ወይ ጥሬ ውጤት በመቀየር የህዝብን ችግር መፍታት በሚችለው መንገድ መጠንክቶ በመስራት ውጤታማ መሆን የሚያስች የህግ ባለሙያ መሆን አለበት 	0	1	1
30	መልዕክቱን በትክክል ቀርጾ ማስተላለፍ የመመተን ተደራሲነት መከታተል መልሱን ሁኔታ መገምገም	0	1	1
30	አንድ የህዝ ግንኙን ሙያተኛ ራሱን ለሚዲያ በሚያስተዋውቅበት ጊዜ ፕሬሱ ለጉዳዩ ሽፋን መስጠት አለመስጠቱን ማጤን  ሽፋን ከሰጠ ደግሞ በአቡታ መልክ ወይ በአዎንታ የሚለውን በማየት ሽፋን የተሰጠው በአዎንታ ከሆነ ውጤቱን በመገምገም ራሱን መመዘን ይችላል 	2	1	2
30	የተሌ የህዝብ ግንኙት ባለሙያው የሚሰራው ስራ መሆን አለበት  ሊመዘን የሚችል የህዝብ ግንኙነት ባለሙያው የሚሰራ ስራ ሊመዘን የሚችል መሆን አለበት  ሊደረስበት የህዝብ ግንኙነት ባለሙያው የሚሰራው ስራ ሊደርስበት የሚችል መሆን አለበት  ተጨባጭነት አንድ የህብረተሰብ ግንኙነት ስራ የሚሰራው ስራ እውነተኛ ተጨባጭነት መሆ አለበት የጊዜ ገደብ በጊዜና የተገደበ መሆን አለበት 	0	1	1
30	አንድ የህግ ሙያተኛ ራሱን የተለያዩ ለሚዲያ ካስተዋወቀ በኋላ በዚያ ሰዓት ያደረገውን  የስራውን በማስብና በማየት ያሰየውን ስህተት ካለ ለወደፊቱ ማስተካከል ጠንካራ ጎኖቹን በመቀጠል ስራውን በተማኝትና በግልጽነት ሙያውን በማክበር መስራት ይኖርበታል አንድ የህግ ባለሙያ በስነ ምግባሩ ሰናይ እና በስራው ጠንካረና ለህዝብ ሆነ ለመንግስት የታመነ የህግ እውቀት ያለ ሙያውን የሚያከብር መሆን ይኖርበታል 	1	2	2
30	አንድ የህግ ባለሙያ ራሱን የማስተዋወቁን ስራ ከተሰጠ የሚዲያ ሽፋን መሆንና አዎንታ ከተደፈሸ በተሰጠው አስተያየት በመገንዘብና ይሁን ተከትለው ተግባራዊ እርምጃ መነሳ በማድረግ በበሶስተኛ እና በራሱ ኀይል መገምገም ይችላል  የሶተኛ ወገን ሲባል ተቋመ  ድርጅት ስራው በተደራሾች መካከል  ላዋ  ተቀባይነት ማግኘት አለማግኘቱን አጥንቶ እንዲያቀርብ በሚቀጠር ፕሮፌሽናል ተቋም ነው  በራስ ኃይል ሲባል የራሱን  የድርጅቱን ወይም የተቋሙን የሰው ኃይል በመጠቀም የራስን የማስተዋል ስራ ውጤት የሚገምግምበት መንገድ ነው 	4	3	4
30	ጥብቅና መቆም ተማኝነት  ፍትሀዊነት  ክሂሎቸት ማዳበር እና ታማኝት የህዝብ ግንኙነት ሙያተኛ በሚሰራበት ስራ ማንኛውም በላይ ታኝ መሆን አለበት  ፍትሐዊነት የህግ ባለሙያ ፍትህ ስራን በሚባ መስራት አለበት ክሂሎት ማዳበር የህግ ባለሙያ ምን ጊዜም ቢሆን ክሂሎትን በሚገባ መዳበር ያስፈልገዋል 	0	1	1
30	አለመዋሸት ለመደለል አለመሞከር አለመጠራጠር	0	1	1
30	ጥሩ ግብረ መልስ ድርጅቱ እውቅና እንዲያገኝ ማስቻል	1	2	2
30	ታማኝ መሆን የሚያቀርባቸው መረጃዎች ታማኝ መሆን አለበት ፍትሀዊ መሆን ግልጽና ያላዋገኛ መረጃን ማቅረብ መሆን ያስፈራትና መሸማቀቅ እንዲሆም የተሌዩ እንቅስቃሴዎችን አለማድረግ ግልጽንት በማናቀርባቸው መረጃዎች ላይ ግልጽና መሆን	0	0	0
30	ጥናትና ምርምር ማሄድ ከተደራሹ ህብረተሰብ መረጃ መሰብሰብ የታዩባቸውን የአሰራር ክፍተቶች በቀጣዩ ማስተካከል	0	1	1
30	ራሱን ካስተዋወቀ በኋላ ውጤቱን የሚላክ ሌላ ሶስተኛ ወገን ወይም ፕሮፌሽናል ሙያኛ ይገመግመዋል በሚዲያ ላይ ራሱን በተደጋጋሚ በማውጣ ስንት ጊዜ ያህል ጊዜ በሚዲያ ላይ እንዲዋለ ይጠናል የሚያጠናውም ሰው ሌለ ወገን ወይም ከድርጅቱ ውጭ የሆነ ሶስተኛ ወገን ነው 	3	2	3
30	ማቀድ መስራት ስለሚፈልገው ጉዳይ መፈጸም ያቀደውን ነገር መተግበር መጨረስን ገምግሞ ማዘጋጀት አቅዶ የፈጸመውን ጉዳይ መገምገም	0	0	0
30	ለተቋሙና ለድርጅቱ ታማኝ መሆኑ ነው ታማኝ መሆን ስንል ለህዝቡ የሚያስተላለፈው ነገሮች ሚዛናዊ መሆንን ይመለከታል  ሌላው በሚያደርገው ዝግጅት ስንል ለህዝቡ የሚቀርቡበትን ነገሮ በቅድሚያ አጥንቶና መርምሮ መቅረብ ያለበትን የሌለበት ለይቶ ማቅረብ መቻል ችሎው በሰዓት አደባሪነቱ ወዘተ ያጠቃልላል 	2	2	2
30	እቅድ ማዘጋጀት መገምገም ጥናትና ምርምር ማካሄድ በስራ ላይ ማዋል 	0	1	1
30	ጋዜጠኛ ምን ጊዜ ሪፐርት ማድጉን እንደማርተሰ ገንዘብስለዚህ ለምትናገረው ነገር ቅድመ ማራቅና በነገሩ ላይ በቂ ዝግጁ ማድረግ ለጥያቄች ዝማድ ሆኖ መቅረብ  ከጋዜጠኖች ጋር በሚኖረው ግንኙነት ተጠራጣሪ መሆን በመኒረህ ግንኙት በነገሮች ላይ ተጠራጣሪ መሆንና ቅድሚያ ምን ሊያመጣ እንደሚችል በመገንዘብ ጋዜተኛን ለመደለም አለመምደር አለመዳጀል ጋዜጠኛውን ለመሸውድ ለመሞከር ለተየቆህ ጉዳይ ደፋአ ማብራሪያ መስጠት	0	2	1
30	አንድ የህዝብ ግንኙነት ሙያተኛ ተቀባይነታቸውን የህዘብን ቀልብ በምስብ መልኩ መልዕክታ በማስተላለፍ ህዝ ወይም ተደራሹ የሚፈልገውን መልዕክት በቀጥተኛና በአሳማኝ ሁኔ ማስተላለፍ	0	1	1
30	የህዝብ ግንኙነት ባለሙያ በ3 መሰረታዊ መነሻዎች እንደሚነስ ማወቅ ይገባል ይህም ስንል የህዝብ አስተያየት የስራ አመራር ፍላጎነትና እቅድ የቀውስ አጋጣሚዎች ናቸው የህዝብ ግንኙነት ስራን የማቅድ ጉይ በሚታበት ጊዜ የታቀደውን የመፈጸም ጉዳይ ሶስት ተያያዥ ገዳዮን ማከናወን ይጠይቃል ይህም ስራን ማቀድ የእቅድ ዝግጅት በእቅዱ መሰረት መፈጸምና ውጤቱን ገምግሞ ለቀጣይ ስራ ማዘጋጀት ነው 	0	1	1
30	ስራዬ ወይም ያቀረቡኩ ነገር ምን ያህል በህዝቡ አምሮ ውስጥ ውጤታማ እና አስተማማኝ ሆነአል ምን ያህል ተወዳልኛል በሚቀጥለው ምን ለተየ ነገር ይዝ መቅረብ አለበትን ብሎ እራሱን ከህዝቡ አስቴት እና አመለካከት ተነስቶ ራሱን መጤቅ እና መገምገም አለበት 	2	3	3
30	መፃፍ የሚዲ ግንኙነት ማከናወን የመንግስት ጉዳይ መከታተል ማቀድ	0	1	1
30	የህዝብ አስተያየት መቀበል ህዝቡ ስለተላለፈው ነገር ምን አይነት አስተያት እንደሚሰጥ መለየት አለበት አልፎ አልፎ ሰዎችን በመምረጥ ቃለመጠይቅ  የጽሁ መጠይቅ  ማቅረብ በጽሁፍ  በቃል  ያለውን አስተያት መቀበል እና መሳሰሉት ናቸው 	1	2	2
30	የተለየ ሊመዘን የሚችል  ተጨባጭነት ያለው ሊታይ የሚችል ጉዳዮን ማቅረብ ይኖርበታል 	0	2	1
30	የህዝብ ግንኙነት ባለሙ የህዝብ ግንኑተን ባለሙያ ለማህበረሰብ ብዙ ነገሮችን ያግዛል ከእነዚህም ነገሮች መካል ጠበቃ መቆምን ለህዝቡ መከራከርን ፍታዊነት ለህዝብ ግንነት በጥሩ ሁኔታ ፍታዊነት የሆነ መልስ የሚጥ እንጂ ወደ ሌላ ዌም መጥፎ አቅጣጫ የማወስድ መሆኑን መረዳት አለብን በተጨማሪም የህዝብ ግንኙነት ባለሙ በሚዲያ በተለያዩ ፕሮግራሞ ለህዝቡ የሚሰጠው አስተያት ታማንነትና ሀቀኝነት የተሞላ መሆኑ ናቸው 	0	1	1
30	ምን ያህል ድርጅቱን  ተቋሙን አስተዋወቀ ምን ያህል በተደራሹ ዘንድ ተቀባይነት አገኘ	2	3	3
31	ይህ ሲዘጋጅ ለመደመጥ እንጂ ለመነበብ መዘጋጀት የለበትም  ለተወሰነ ተደራሽ ማህበረሰብ ሲባል መፃፍ አለበት  ግልጽ የሆነ ጽሁ  አሳማኝ የሆነ መልዕክት ሊሆን ይገባል  የአድማጭን ቀልብ የሚስብ መሆን ይገባዋል 	2	2	2
31	ጽሁፍ ለማዳመጥ እንጂ የሚነበቡ ሆኖ መቅረብ የለበትም  ለአደባባይ ንግግር የሚዘጋጅ ጽሁፍ የሚደመጥ መሆን አለበት  ምክንያቱም ያዘጋጀነውን ጽሁፍ ለተደራሽ የምናነብ ከሆነ አሰልቺነት ሊኖረው ይችላል  አካባቢያዊ ይዘት መልክ ሊኖው ይገባል  ማንኛውም ለተደራሽ የሚቀርብ የንግግር ጽሁፍ ሊያካትታቸውና በውስጡ ሊይዛቸ የሚገቡ ገዳዮች አካባቢውን ወይም ማህበረሰቡን መሰረት ያደረገ መሆን አለበት  ተጨባጭና ግልጽ በሆነ አቀራረብ ሊፃፉ ይገባል  የምናዘጋጀበት ጽሁፉ በውስቱ የሚኖራቸው ጉዳዮ በሙሉ ግልጽና ተደራሹን በሚገባ መልኩ መዘጋጀት አለባቸው  ለማንኛውም ተደራሽ ማህበረሰብ ሲባል ታስቦ መዘጋጀት አለበት  ማንኛውም ተደራሽ ስለጉዳዩ በቂ መረጃ እንዲኖራቸው ተደርጎ መፃፍ ይጠበቅበታል  ካልሆ የተወሰነ ተደራሽ ብቻ አንጣጥረን የምንትፍ ከሆነ ከተደራሽ ጋር መልካም ግንኙነት ላይኖረን ይችላል 	2	2	2
31	እቅድ ማቀድ ያዘንና ተውባጭ ማድረግ መፃፍ ማድያ	0	1	1
31	ጽሁፍ ለመጻፍ እንጂ ለማንበብ እንደማይዝ መገንዘብ ይህ ማለት ለጽሁፍ ጥራት ሳይሆን ለአድማጭ እንድማጭ አድር መፃፍ  ይዘት ተጨባጭ መሆን አለበት  በደንብ አድማጭ በቀላሉ መረዳት የሚችል መሆን  አውንታዊ ምላሽ የሚሰጥ መሆን አለበት  ማለት በተመረጡ ቃላት እና ህዝብን በሚያስደስት መልኩ መሆን 	2	3	3
31	ለመጽሀፍ መዘጋጀት  ምርምርና ጥናት ማድረግ  ሀሳብን አቀናጅቶ መጻፍ በራስ ሂስ መስጠትና በአርታኢያን እራሱን አንድ አርታኢያን ተመልክቶ ማራኪ ቀልብ ሳቢ አድርጎ ግልጽ በሆነ ቀለል ባለና ጎላ ባለ አፃፃፍ መፃፍ ናቸው 	3	2	3
31	ጽሁፍ እንዲደመጥ እንጂ እንዲነበብ ተደርጎ መቅረብ የለበትም  ተጨባጭና ግቡን ያለመ መሆን አለበት  ለመገንዘብ የሚያስቸግር መሆን የለበትም 	1	2	2
31	ለጽሁፍ መዘጋጀት  ከመፃፍ በፊት ምን አይነት ጽሁፍ እንደሚጽፍና ለማን እንደሚጽፍ እንዲመቀርብ  በመገንዘብ ተደራሹን በማከል መልኩ ዝግጅት ማድረግን ይመለክታል  ቃለመጠይቅ ማድረግ  ጽሁፍ ለተደራሹ  ለአድማጭ  ከመቅረቡ በፊት ለተለያዩ አካላት ቃለመጠይቅ መዘጋጀት እንዳለበት የሚያመለክት ነው  ጥናት ምርምር ማካሄድ የሰራሁት ስራ የሚቀርብብት ተደራሽ ይመጥናል ወይስ ኤመጥንም በማለት ስራውን በጥናትና ምርምር መገምገምን ይመለከታል  ሐሳቡን አደራጅቶ መፃፍ  ከላይ የተዘረዘሩ ሶስቱን ሂደቶች ያለፈን ስራ ለተደራሹ ሊቀርብ በሚችል መልክ አስተካክሎ  በጥናትና ምርምር ያገኛቸውን ድክመቶች በማሻሻል መፃፍን ይመለከታል 	4	4	4
31	መግቢያውን መጀመሪያ ሳቢና ጥሩ በሆነ መልኩ ማቅረብ ሀይል ቃሎቹን በመግቢያው ላይ በአግባቡ እየተጠቀሙ መግለጽ ከሀይለ ቃሎቹ በመነሳት ማብራሪያዎቹን ሳቢ በሆነ መንገድ መግለጽ ማጠቃለያውን በአጭ ማስቀመጥ 	2	1	2
31	ጽሁፍ ለማድመጥ እንጅ ለማንበብ መሆን የለበትም ጽሁፍ ይዘት ተኮር መሆን አለበት  ታዳሚው ወይም ተደራሹ ማን መሆኑን ማወቅ ያስፈልጋል  መልዕክቱ ቀጥተኛ መሆን ያስፈልጋል  ጽኁፍ ለማድመጥ አንድ ለማንበብ መሆን የለበትም ሲባል የአደባባይ ንግጠ ሰዎች የሚዳምጡት እንጅ የሚያቡት ስላልሆነ ነው  ይዘት ተኮር መሆን ሲባ ዋ ማስተላለፍ የሚልገውን ተደራሽ ማድረጉን ማረጋገጥ መቻል አለበት  ተደራሹ ማን እንደሆነ ማወቅ ተገቢ ነው ይህም ሲባል የእክ መልዕት የሚያርፈው ማን ጋ ነው በሚል አድማጭ ተደራሽን ያገናዘበ መሆን ይገባዋል 	2	2	2
